Time(sec) Thrust(N) Mass(kg) Altitude(m) Velocity(m/s) Acceleration(m/s^2) AtmosphericDensity(kg/m^3) Pressure(Pa) Temperature(K) CD(-) Fdrag(N) g(m/s^2) DynamicPressure(Pa) MachNumber(-) OrbitalAccelerationBalance(m/s^2) dMass(kg) Altitude(km)
258.3 981000 21951.6 817693 6828.77 36.9898 7.09118e-07 0.153986 757.445 0.0607884 -32.5367 7.69796 16.5339 12.3783 -1.19132 28.7 817.693 
258.4 981000 21922.9 818376 6832.47 37.0498 7.07294e-07 0.153686 757.918 0.0607744 -32.4807 7.6965 16.5092 12.3812 -1.18345 28.7 818.376 
258.5 981000 21894.2 819060 6836.18 37.1099 7.05472e-07 0.153386 758.391 0.0607603 -32.4246 7.69503 16.4845 12.384 -1.17557 28.7 819.06 
258.6 981000 21865.5 819744 6839.89 37.1702 7.03651e-07 0.153085 758.864 0.0607462 -32.3685 7.69357 16.4598 12.3869 -1.16768 28.7 819.744 
258.7 981000 21836.8 820428 6843.61 37.2306 7.01832e-07 0.152785 759.338 0.0607321 -32.3124 7.69211 16.4351 12.3897 -1.15977 28.7 820.428 
258.8 981000 21808.1 821112 6847.33 37.2912 7.00014e-07 0.152484 759.811 0.0607179 -32.2563 7.69065 16.4104 12.3926 -1.15184 28.7 821.112 
258.9 981000 21779.4 821797 6851.06 37.3519 6.98198e-07 0.152183 760.285 0.0607036 -32.2001 7.68918 16.3857 12.3955 -1.1439 28.7 821.797 
259 981000 21750.7 822482 6854.79 37.4128 6.96384e-07 0.151883 760.759 0.0606894 -32.1439 7.68772 16.3609 12.3984 -1.13595 28.7 822.482 
259.1 981000 21722 823168 6858.53 37.4739 6.94571e-07 0.151582 761.233 0.0606751 -32.0877 7.68626 16.3361 12.4013 -1.12798 28.7 823.168 
259.2 981000 21693.3 823854 6862.28 37.5351 6.9276e-07 0.15128 761.707 0.0606607 -32.0314 7.68479 16.3113 12.4042 -1.12 28.7 823.854 
259.3 981000 21664.6 824541 6866.04 37.5965 6.9095e-07 0.150979 762.182 0.0606464 -31.9751 7.68333 16.2865 12.4071 -1.11201 28.7 824.541 
259.4 981000 21635.9 825227 6869.79 37.658 6.89142e-07 0.150678 762.656 0.0606319 -31.9188 7.68186 16.2617 12.4101 -1.104 28.7 825.227 
259.5 981000 21607.2 825915 6873.56 37.7197 6.87336e-07 0.150377 763.131 0.0606175 -31.8625 7.6804 16.2369 12.413 -1.09597 28.7 825.915 
259.6 981000 21578.5 826602 6877.33 37.7816 6.85532e-07 0.150075 763.606 0.060603 -31.8061 7.67893 16.212 12.416 -1.08793 28.7 826.602 
259.7 981000 21549.8 827290 6881.11 37.8436 6.83728e-07 0.149774 764.081 0.0605885 -31.7497 7.67747 16.1872 12.4189 -1.07988 28.7 827.29 
259.8 981000 21521.1 827978 6884.9 37.9057 6.81927e-07 0.149472 764.556 0.0605739 -31.6932 7.676 16.1623 12.4219 -1.07181 28.7 827.978 
259.9 981000 21492.4 828667 6888.69 37.9681 6.80127e-07 0.14917 765.032 0.0605593 -31.6368 7.67453 16.1374 12.4249 -1.06373 28.7 828.667 
260 981000 21463.7 829356 6892.48 38.0306 6.78329e-07 0.148868 765.507 0.0605446 -31.5803 7.67306 16.1124 12.4279 -1.05563 28.7 829.356 
260.1 981000 21435 830045 6896.29 38.0932 6.76532e-07 0.148566 765.983 0.06053 -31.5237 7.6716 16.0875 12.4308 -1.04752 28.7 830.045 
260.2 981000 21406.3 830735 6900.09 38.1561 6.74737e-07 0.148264 766.459 0.0605152 -31.4672 7.67013 16.0626 12.4339 -1.03939 28.7 830.735 
260.3 981000 21377.6 831426 6903.91 38.2191 6.72943e-07 0.147962 766.935 0.0605005 -31.4106 7.66866 16.0376 12.4369 -1.03125 28.7 831.426 
260.4 981000 21348.9 832116 6907.73 38.2822 6.71151e-07 0.147659 767.411 0.0604857 -31.354 7.66719 16.0126 12.4399 -1.02309 28.7 832.116 
260.5 981000 21320.2 832807 6911.56 38.3456 6.69361e-07 0.147357 767.888 0.0604709 -31.2973 7.66572 15.9876 12.4429 -1.01492 28.7 832.807 
260.6 981000 21291.5 833498 6915.4 38.409 6.67572e-07 0.147054 768.364 0.060456 -31.2406 7.66425 15.9625 12.446 -1.00673 28.7 833.498 
260.7 981000 21262.8 834190 6919.24 38.4727 6.65785e-07 0.146752 768.841 0.0604411 -31.1839 7.66278 15.9375 12.449 -0.998531 28.7 834.19 
260.8 981000 21234.1 834882 6923.08 38.5365 6.63999e-07 0.146449 769.318 0.0604261 -31.1272 7.66131 15.9124 12.4521 -0.990315 28.7 834.882 
260.9 981000 21205.4 835575 6926.94 38.6005 6.62215e-07 0.146146 769.795 0.0604111 -31.0704 7.65984 15.8873 12.4551 -0.982083 28.7 835.575 
261 981000 21176.7 836268 6930.8 38.6647 6.60432e-07 0.145843 770.273 0.0603961 -31.0136 7.65837 15.8622 12.4582 -0.973836 28.7 836.268 
261.1 981000 21148 836961 6934.66 38.729 6.58651e-07 0.14554 770.75 0.060381 -30.9568 7.6569 15.8371 12.4613 -0.965574 28.7 836.961 
261.2 981000 21119.3 837655 6938.54 38.7936 6.56872e-07 0.145236 771.228 0.0603659 -30.8999 7.65543 15.812 12.4644 -0.957296 28.7 837.655 
261.3 981000 21090.6 838349 6942.42 38.8582 6.55094e-07 0.144933 771.706 0.0603508 -30.843 7.65395 15.7868 12.4675 -0.949003 28.7 838.349 
261.4 981000 21061.9 839043 6946.3 38.9231 6.53318e-07 0.14463 772.184 0.0603356 -30.786 7.65248 15.7616 12.4706 -0.940695 28.7 839.043 
261.5 981000 21033.2 839738 6950.19 38.9881 6.51543e-07 0.144326 772.662 0.0603204 -30.7291 7.65101 15.7365 12.4738 -0.932372 28.7 839.738 
261.6 981000 21004.5 840433 6954.09 39.0533 6.4977e-07 0.144022 773.14 0.0603051 -30.6721 7.64953 15.7112 12.4769 -0.924033 28.7 840.433 
261.7 981000 20975.8 841129 6958 39.1187 6.47998e-07 0.143718 773.619 0.0602898 -30.615 7.64806 15.686 12.48 -0.915679 28.7 841.129 
261.8 981000 20947.1 841825 6961.91 39.1843 6.46228e-07 0.143415 774.098 0.0602745 -30.558 7.64658 15.6607 12.4832 -0.907309 28.7 841.825 
261.9 981000 20918.4 842521 6965.83 39.25 6.44459e-07 0.143111 774.576 0.0602591 -30.5009 7.64511 15.6355 12.4864 -0.898923 28.7 842.521 
262 981000 20889.7 843218 6969.75 39.3159 6.42692e-07 0.142806 775.056 0.0602437 -30.4437 7.64363 15.6102 12.4895 -0.890522 28.7 843.218 
262.1 981000 20861 843915 6973.68 39.382 6.40926e-07 0.142502 775.535 0.0602283 -30.3866 7.64216 15.5849 12.4927 -0.882105 28.7 843.915 
262.2 981000 20832.3 844613 6977.62 39.4482 6.39162e-07 0.142198 776.014 0.0602128 -30.3294 7.64068 15.5595 12.4959 -0.873672 28.7 844.613 
262.3 981000 20803.6 845311 6981.57 39.5147 6.374e-07 0.141893 776.494 0.0601973 -30.2721 7.63921 15.5342 12.4991 -0.865224 28.7 845.311 
262.4 981000 20774.9 846009 6985.52 39.5813 6.35639e-07 0.141589 776.974 0.0601817 -30.2149 7.63773 15.5088 12.5023 -0.856759 28.7 846.009 
262.5 981000 20746.2 846708 6989.48 39.6481 6.33879e-07 0.141284 777.454 0.0601661 -30.1576 7.63625 15.4834 12.5055 -0.848279 28.7 846.708 
262.6 981000 20717.5 847407 6993.44 39.7151 6.32121e-07 0.140979 777.934 0.0601504 -30.1002 7.63477 15.458 12.5088 -0.839783 28.7 847.407 
262.7 981000 20688.8 848106 6997.41 39.7823 6.30365e-07 0.140674 778.414 0.0601348 -30.0428 7.6333 15.4325 12.512 -0.831271 28.7 848.106 
262.8 981000 20660.1 848806 7001.39 39.8496 6.2861e-07 0.140369 778.895 0.060119 -29.9854 7.63182 15.4071 12.5153 -0.822743 28.7 848.806 
262.9 981000 20631.4 849507 7005.38 39.9171 6.26856e-07 0.140064 779.375 0.0601033 -29.928 7.63034 15.3816 12.5185 -0.814198 28.7 849.507 
263 981000 20602.7 850207 7009.37 39.9849 6.25104e-07 0.139759 779.856 0.0600875 -29.8705 7.62886 15.3561 12.5218 -0.805638 28.7 850.207 
263.1 981000 20574 850908 7013.37 40.0528 6.23354e-07 0.139453 780.337 0.0600716 -29.813 7.62738 15.3305 12.5251 -0.797061 28.7 850.908 
263.2 981000 20545.3 851610 7017.37 40.1208 6.21605e-07 0.139148 780.818 0.0600558 -29.7555 7.6259 15.305 12.5284 -0.788468 28.7 851.61 
263.3 981000 20516.6 852312 7021.38 40.1891 6.19857e-07 0.138842 781.3 0.0600398 -29.6979 7.62442 15.2794 12.5317 -0.779859 28.7 852.312 
263.4 981000 20487.9 853014 7025.4 40.2576 6.18111e-07 0.138536 781.781 0.0600239 -29.6402 7.62294 15.2538 12.535 -0.771233 28.7 853.014 
263.5 981000 20459.2 853717 7029.43 40.3262 6.16367e-07 0.138231 782.263 0.0600079 -29.5826 7.62146 15.2282 12.5383 -0.762591 28.7 853.717 
263.6 981000 20430.5 854420 7033.46 40.3951 6.14624e-07 0.137925 782.745 0.0599918 -29.5249 7.61997 15.2026 12.5416 -0.753933 28.7 854.42 
263.7 981000 20401.8 855124 7037.5 40.4641 6.12882e-07 0.137619 783.227 0.0599758 -29.4672 7.61849 15.1769 12.545 -0.745258 28.7 855.124 
263.8 981000 20373.1 855828 7041.55 40.5333 6.11142e-07 0.137312 783.71 0.0599597 -29.4094 7.61701 15.1513 12.5483 -0.736566 28.7 855.828 
263.9 981000 20344.4 856532 7045.6 40.6027 6.09404e-07 0.137006 784.192 0.0599435 -29.3516 7.61553 15.1256 12.5517 -0.727858 28.7 856.532 
264 981000 20315.7 857237 7049.66 40.6723 6.07667e-07 0.1367 784.675 0.0599273 -29.2938 7.61404 15.0998 12.555 -0.719133 28.7 857.237 
264.1 981000 20287 857942 7053.73 40.7421 6.05931e-07 0.136393 785.158 0.0599111 -29.2359 7.61256 15.0741 12.5584 -0.710391 28.7 857.942 
264.2 981000 20258.3 858648 7057.8 40.8121 6.04197e-07 0.136086 785.641 0.0598948 -29.178 7.61108 15.0483 12.5618 -0.701632 28.7 858.648 
264.3 981000 20229.6 859354 7061.88 40.8823 6.02464e-07 0.13578 786.124 0.0598785 -29.12 7.60959 15.0225 12.5652 -0.692857 28.7 859.354 
264.4 981000 20200.9 860060 7065.97 40.9527 6.00733e-07 0.135473 786.607 0.0598621 -29.0621 7.60811 14.9967 12.5686 -0.684065 28.7 860.06 
264.5 981000 20172.2 860767 7070.07 41.0233 5.99003e-07 0.135166 787.091 0.0598458 -29.004 7.60662 14.9709 12.5721 -0.675255 28.7 860.767 
264.6 981000 20143.5 861474 7074.17 41.0941 5.97275e-07 0.134858 787.575 0.0598293 -28.946 7.60513 14.945 12.5755 -0.666429 28.7 861.474 
264.7 981000 20114.8 862182 7078.28 41.165 5.95548e-07 0.134551 788.059 0.0598129 -28.8879 7.60365 14.9191 12.5789 -0.657585 28.7 862.182 
264.8 981000 20086.1 862890 7082.4 41.2362 5.93823e-07 0.134244 788.543 0.0597963 -28.8297 7.60216 14.8932 12.5824 -0.648725 28.7 862.89 
264.9 981000 20057.4 863598 7086.52 41.3076 5.92099e-07 0.133936 789.027 0.0597798 -28.7716 7.60067 14.8672 12.5858 -0.639847 28.7 863.598 
265 981000 20028.7 864307 7090.65 41.3791 5.90377e-07 0.133629 789.512 0.0597632 -28.7133 7.59918 14.8413 12.5893 -0.630952 28.7 864.307 
265.1 981000 20000 865016 7094.79 41.4509 5.88656e-07 0.133321 789.997 0.0597466 -28.6551 7.5977 14.8153 12.5928 -0.62204 28.7 865.016 
265.2 981000 19971.3 865726 7098.93 41.5229 5.86936e-07 0.133013 790.482 0.0597299 -28.5968 7.59621 14.7893 12.5963 -0.61311 28.7 865.726 
265.3 981000 19942.6 866436 7103.09 41.5951 5.85218e-07 0.132705 790.967 0.0597132 -28.5385 7.59472 14.7632 12.5998 -0.604163 28.7 866.436 
265.4 981000 19913.9 867146 7107.24 41.6675 5.83501e-07 0.132397 791.452 0.0596965 -28.4801 7.59323 14.7372 12.6033 -0.595198 28.7 867.146 
265.5 981000 19885.2 867857 7111.41 41.7401 5.81786e-07 0.132089 791.937 0.0596797 -28.4217 7.59174 14.7111 12.6068 -0.586216 28.7 867.857 
265.6 981000 19856.5 868569 7115.59 41.8128 5.80072e-07 0.131781 792.423 0.0596628 -28.3632 7.59025 14.685 12.6103 -0.577216 28.7 868.569 
265.7 981000 19827.8 869281 7119.77 41.8859 5.7836e-07 0.131472 792.909 0.059646 -28.3048 7.58876 14.6588 12.6139 -0.568199 28.7 869.281 
265.8 981000 19799.1 869993 7123.96 41.9591 5.76649e-07 0.131164 793.395 0.0596291 -28.2462 7.58727 14.6327 12.6174 -0.559163 28.7 869.993 
265.9 981000 19770.4 870705 7128.15 42.0325 5.74939e-07 0.130855 793.881 0.0596121 -28.1877 7.58578 14.6065 12.621 -0.55011 28.7 870.705 
266 981000 19741.7 871418 7132.35 42.1061 5.73231e-07 0.130546 794.368 0.0595951 -28.1291 7.58428 14.5803 12.6246 -0.541039 28.7 871.418 
266.1 981000 19713 872132 7136.57 42.18 5.71525e-07 0.130237 794.854 0.0595781 -28.0704 7.58279 14.554 12.6282 -0.531951 28.7 872.132 
266.2 981000 19684.3 872846 7140.78 42.254 5.69819e-07 0.129928 795.341 0.059561 -28.0117 7.5813 14.5278 12.6318 -0.522844 28.7 872.846 
266.3 981000 19655.6 873560 7145.01 42.3283 5.68116e-07 0.129619 795.828 0.0595439 -27.953 7.5798 14.5015 12.6354 -0.513719 28.7 873.56 
266.4 981000 19626.9 874275 7149.24 42.4027 5.66413e-07 0.12931 796.315 0.0595268 -27.8942 7.57831 14.4752 12.639 -0.504576 28.7 874.275 
266.5 981000 19598.2 874990 7153.48 42.4774 5.64712e-07 0.129 796.803 0.0595096 -27.8354 7.57682 14.4488 12.6426 -0.495415 28.7 874.99 
266.6 981000 19569.5 875705 7157.73 42.5523 5.63013e-07 0.128691 797.29 0.0594924 -27.7766 7.57532 14.4224 12.6463 -0.486236 28.7 875.705 
266.7 981000 19540.8 876421 7161.98 42.6275 5.61314e-07 0.128381 797.778 0.0594751 -27.7177 7.57383 14.396 12.6499 -0.477039 28.7 876.421 
266.8 981000 19512.1 877138 7166.25 42.7028 5.59617e-07 0.128071 798.266 0.0594578 -27.6587 7.57233 14.3696 12.6536 -0.467823 28.7 877.138 
266.9 981000 19483.4 877855 7170.52 42.7784 5.57922e-07 0.127761 798.754 0.0594404 -27.5997 7.57083 14.3432 12.6572 -0.458588 28.7 877.855 
267 981000 19454.7 878572 7174.8 42.8541 5.56228e-07 0.127451 799.243 0.059423 -27.5407 7.56934 14.3167 12.6609 -0.449336 28.7 878.572 
267.1 981000 19426 879290 7179.08 42.9301 5.54535e-07 0.127141 799.731 0.0594056 -27.4817 7.56784 14.2902 12.6646 -0.440064 28.7 879.29 
267.2 981000 19397.3 880008 7183.37 43.0063 5.52844e-07 0.126831 800.22 0.0593881 -27.4226 7.56634 14.2636 12.6683 -0.430775 28.7 880.008 
267.3 981000 19368.6 880726 7187.67 43.0828 5.51154e-07 0.12652 800.709 0.0593706 -27.3634 7.56485 14.2371 12.672 -0.421466 28.7 880.726 
267.4 981000 19339.9 881445 7191.98 43.1594 5.49466e-07 0.12621 801.198 0.0593531 -27.3042 7.56335 14.2105 12.6758 -0.412139 28.7 881.445 
267.5 981000 19311.2 882165 7196.3 43.2363 5.47779e-07 0.125899 801.687 0.0593355 -27.245 7.56185 14.1838 12.6795 -0.402793 28.7 882.165 
267.6 981000 19282.5 882884 7200.62 43.3134 5.46093e-07 0.125588 802.177 0.0593178 -27.1857 7.56035 14.1572 12.6832 -0.393428 28.7 882.884 
267.7 981000 19253.8 883605 7204.95 43.3908 5.44409e-07 0.125277 802.667 0.0593002 -27.1264 7.55885 14.1305 12.687 -0.384044 28.7 883.605 
267.8 981000 19225.1 884325 7209.29 43.4683 5.42726e-07 0.124966 803.157 0.0592825 -27.067 7.55735 14.1038 12.6908 -0.374641 28.7 884.325 
267.9 981000 19196.4 885047 7213.64 43.5461 5.41044e-07 0.124655 803.647 0.0592647 -27.0076 7.55585 14.0771 12.6945 -0.365219 28.7 885.047 
268 981000 19167.7 885768 7217.99 43.6241 5.39364e-07 0.124344 804.137 0.0592469 -26.9482 7.55435 14.0503 12.6983 -0.355779 28.7 885.768 
268.1 981000 19139 886490 7222.36 43.7024 5.37685e-07 0.124032 804.628 0.0592291 -26.8887 7.55285 14.0235 12.7021 -0.346318 28.7 886.49 
268.2 981000 19110.3 887213 7226.73 43.7809 5.36008e-07 0.123721 805.118 0.0592112 -26.8291 7.55134 13.9967 12.7059 -0.336839 28.7 887.213 
268.3 981000 19081.6 887936 7231.11 43.8596 5.34332e-07 0.123409 805.609 0.0591933 -26.7696 7.54984 13.9698 12.7098 -0.32734 28.7 887.936 
268.4 981000 19052.9 888659 7235.49 43.9385 5.32657e-07 0.123097 806.101 0.0591753 -26.7099 7.54834 13.9429 12.7136 -0.317822 28.7 888.659 
268.5 981000 19024.2 889383 7239.89 44.0177 5.30984e-07 0.122785 806.592 0.0591573 -26.6503 7.54684 13.916 12.7174 -0.308285 28.7 889.383 
268.6 981000 18995.5 890107 7244.29 44.0971 5.29312e-07 0.122473 807.083 0.0591392 -26.5905 7.54533 13.8891 12.7213 -0.298728 28.7 890.107 
268.7 981000 18966.8 890832 7248.7 44.1768 5.27641e-07 0.122161 807.575 0.0591212 -26.5308 7.54383 13.8621 12.7252 -0.289151 28.7 890.832 
268.8 981000 18938.1 891557 7253.11 44.2567 5.25972e-07 0.121849 808.067 0.059103 -26.471 7.54232 13.8351 12.729 -0.279555 28.7 891.557 
268.9 981000 18909.4 892282 7257.54 44.3368 5.24304e-07 0.121537 808.559 0.0590849 -26.4111 7.54082 13.808 12.7329 -0.269938 28.7 892.282 
269 981000 18880.7 893008 7261.97 44.4172 5.22637e-07 0.121224 809.052 0.0590666 -26.3512 7.53931 13.781 12.7368 -0.260303 28.7 893.008 
269.1 981000 18852 893735 7266.42 44.4978 5.20972e-07 0.120911 809.544 0.0590484 -26.2913 7.5378 13.7539 12.7408 -0.250647 28.7 893.735 
269.2 981000 18823.3 894461 7270.87 44.5786 5.19308e-07 0.120598 810.037 0.0590301 -26.2313 7.5363 13.7267 12.7447 -0.240971 28.7 894.461 
269.3 981000 18794.6 895189 7275.32 44.6597 5.17645e-07 0.120286 810.53 0.0590118 -26.1712 7.53479 13.6996 12.7486 -0.231276 28.7 895.189 
269.4 981000 18765.9 895916 7279.79 44.7411 5.15984e-07 0.119972 811.023 0.0589934 -26.1111 7.53328 13.6724 12.7526 -0.22156 28.7 895.916 
269.5 981000 18737.2 896645 7284.26 44.8226 5.14324e-07 0.119659 811.516 0.058975 -26.051 7.53178 13.6451 12.7565 -0.211824 28.7 896.645 
269.6 981000 18708.5 897373 7288.75 44.9045 5.12666e-07 0.119346 812.01 0.0589565 -25.9908 7.53027 13.6179 12.7605 -0.202068 28.7 897.373 
269.7 981000 18679.8 898102 7293.24 44.9865 5.11008e-07 0.119032 812.504 0.058938 -25.9306 7.52876 13.5906 12.7645 -0.192291 28.7 898.102 
269.8 981000 18651.1 898832 7297.73 45.0689 5.09352e-07 0.118719 812.998 0.0589195 -25.8703 7.52725 13.5633 12.7685 -0.182494 28.7 898.832 
269.9 981000 18622.4 899562 7302.24 45.1514 5.07698e-07 0.118405 813.492 0.0589009 -25.81 7.52574 13.5359 12.7725 -0.172677 28.7 899.562 
270 981000 18593.7 900292 7306.76 45.2342 5.06044e-07 0.118091 813.986 0.0588823 -25.7496 7.52423 13.5085 12.7765 -0.162839 28.7 900.292 
270.1 981000 18565 901023 7311.28 45.3173 5.04392e-07 0.117777 814.481 0.0588636 -25.6892 7.52272 13.4811 12.7805 -0.152981 28.7 901.023 
270.2 981000 18536.3 901755 7315.81 45.4007 5.02742e-07 0.117463 814.976 0.0588449 -25.6287 7.52121 13.4536 12.7845 -0.143102 28.7 901.755 
270.3 981000 18507.6 902486 7320.35 45.4842 5.01092e-07 0.117149 815.471 0.0588261 -25.5682 7.51969 13.4262 12.7886 -0.133202 28.7 902.486 
270.4 981000 18478.9 903219 7324.9 45.5681 4.99444e-07 0.116834 815.966 0.0588073 -25.5076 7.51818 13.3986 12.7927 -0.123282 28.7 903.219 
270.5 981000 18450.2 903951 7329.46 45.6522 4.97798e-07 0.11652 816.461 0.0587885 -25.447 7.51667 13.3711 12.7967 -0.11334 28.7 903.951 
270.6 981000 18421.5 904685 7334.02 45.7365 4.96152e-07 0.116205 816.957 0.0587696 -25.3864 7.51516 13.3435 12.8008 -0.103378 28.7 904.685 
270.7 981000 18392.8 905418 7338.6 45.8211 4.94508e-07 0.115891 817.453 0.0587507 -25.3257 7.51364 13.3159 12.8049 -0.0933942 28.7 905.418 
270.8 981000 18364.1 906152 7343.18 45.906 4.92865e-07 0.115576 817.949 0.0587317 -25.2649 7.51213 13.2882 12.809 -0.0833895 28.7 906.152 
270.9 981000 18335.4 906887 7347.77 45.9911 4.91224e-07 0.115261 818.445 0.0587127 -25.2041 7.51061 13.2605 12.8131 -0.0733637 28.7 906.887 
271 981000 18306.7 907622 7352.37 46.0765 4.89583e-07 0.114945 818.941 0.0586937 -25.1432 7.5091 13.2328 12.8173 -0.0633167 28.7 907.622 
271.1 981000 18278 908357 7356.98 46.1622 4.87944e-07 0.11463 819.438 0.0586746 -25.0823 7.50758 13.205 12.8214 -0.0532482 28.7 908.357 
271.2 981000 18249.3 909093 7361.59 46.2481 4.86307e-07 0.114315 819.935 0.0586554 -25.0213 7.50606 13.1772 12.8256 -0.0431584 28.7 909.093 
271.3 981000 18220.6 909830 7366.22 46.3343 4.8467e-07 0.113999 820.432 0.0586363 -24.9603 7.50455 13.1494 12.8297 -0.033047 28.7 909.83 
271.4 981000 18191.9 910567 7370.85 46.4208 4.83035e-07 0.113683 820.929 0.058617 -24.8993 7.50303 13.1215 12.8339 -0.0229141 28.7 910.567 
271.5 981000 18163.2 911304 7375.49 46.5075 4.81401e-07 0.113367 821.427 0.0585978 -24.8381 7.50151 13.0936 12.8381 -0.0127595 28.7 911.304 
271.6 981000 18134.5 912042 7380.14 46.5945 4.79769e-07 0.113051 821.925 0.0585785 -24.777 7.49999 13.0657 12.8423 -0.00258314 28.7 912.042 
271.7 981000 18105.8 912780 7384.8 46.6818 4.78138e-07 0.112735 822.423 0.0585591 -24.7158 7.49848 13.0377 12.8465 0.00761503 28.7 912.78 
271.8 981000 18077.1 913519 7389.47 46.7693 4.76508e-07 0.112419 822.921 0.0585397 -24.6545 7.49696 13.0097 12.8508 0.0178351 28.7 913.519 
271.9 981000 18048.4 914258 7394.15 46.8571 4.74879e-07 0.112103 823.419 0.0585203 -24.5932 7.49544 12.9816 12.855 0.0280772 28.7 914.258 
272 981000 18019.7 914997 7398.83 46.9452 4.73252e-07 0.111786 823.918 0.0585008 -24.5318 7.49392 12.9535 12.8593 0.0383413 28.7 914.997 
272.1 981000 17991 915738 7403.53 47.0336 4.71625e-07 0.111469 824.417 0.0584813 -24.4704 7.4924 12.9254 12.8635 0.0486276 28.7 915.738 
272.2 981000 17962.3 916478 7408.23 47.1222 4.70001e-07 0.111153 824.916 0.0584618 -24.4089 7.49087 12.8973 12.8678 0.0589361 28.7 916.478 
272.3 981000 17933.6 917219 7412.94 47.2111 4.68377e-07 0.110836 825.415 0.0584422 -24.3473 7.48935 12.8691 12.8721 0.0692669 28.7 917.219 
272.4 981000 17904.9 917961 7417.66 47.3003 4.66755e-07 0.110519 825.914 0.0584225 -24.2858 7.48783 12.8408 12.8764 0.0796201 28.7 917.961 
272.5 981000 17876.2 918703 7422.39 47.3898 4.65133e-07 0.110201 826.414 0.0584028 -24.2241 7.48631 12.8126 12.8807 0.0899958 28.7 918.703 
272.6 981000 17847.5 919445 7427.13 47.4796 4.63514e-07 0.109884 826.914 0.0583831 -24.1624 7.48478 12.7842 12.8851 0.100394 28.7 919.445 
272.7 981000 17818.8 920188 7431.88 47.5697 4.61895e-07 0.109567 827.414 0.0583633 -24.1007 7.48326 12.7559 12.8894 0.110815 28.7 920.188 
272.8 981000 17790.1 920932 7436.64 47.66 4.60278e-07 0.109249 827.914 0.0583435 -24.0389 7.48174 12.7275 12.8937 0.121259 28.7 920.932 
272.9 981000 17761.4 921675 7441.4 47.7506 4.58662e-07 0.108931 828.415 0.0583236 -23.977 7.48021 12.6991 12.8981 0.131725 28.7 921.675 
273 981000 17732.7 922420 7446.18 47.8416 4.57047e-07 0.108613 828.916 0.0583037 -23.9151 7.47869 12.6706 12.9025 0.142214 28.7 922.42 
273.1 981000 17704 923165 7450.96 47.9328 4.55433e-07 0.108295 829.417 0.0582838 -23.8531 7.47716 12.6421 12.9069 0.152727 28.7 923.165 
273.2 981000 17675.3 923910 7455.76 48.0243 4.53821e-07 0.107977 829.918 0.0582638 -23.7911 7.47563 12.6136 12.9113 0.163262 28.7 923.91 
273.3 981000 17646.6 924656 7460.56 48.1161 4.5221e-07 0.107659 830.419 0.0582437 -23.729 7.47411 12.585 12.9157 0.173821 28.7 924.656 
273.4 981000 17617.9 925402 7465.37 48.2081 4.506e-07 0.10734 830.921 0.0582236 -23.6669 7.47258 12.5564 12.9201 0.184403 28.7 925.402 
273.5 981000 17589.2 926149 7470.19 48.3005 4.48991e-07 0.107022 831.423 0.0582035 -23.6047 7.47105 12.5277 12.9246 0.195008 28.7 926.149 
273.6 981000 17560.5 926896 7475.02 48.3932 4.47384e-07 0.106703 831.925 0.0581834 -23.5425 7.46952 12.499 12.929 0.205636 28.7 926.896 
273.7 981000 17531.8 927644 7479.86 48.4862 4.45777e-07 0.106384 832.427 0.0581631 -23.4802 7.46799 12.4702 12.9335 0.216288 28.7 927.644 
273.8 981000 17503.1 928392 7484.71 48.5795 4.44172e-07 0.106065 832.93 0.0581429 -23.4178 7.46647 12.4415 12.938 0.226964 28.7 928.392 
273.9 981000 17474.4 929141 7489.57 48.6731 4.42569e-07 0.105746 833.432 0.0581226 -23.3554 7.46494 12.4126 12.9425 0.237664 28.7 929.141 
274 981000 17445.7 929890 7494.43 48.7669 4.40966e-07 0.105426 833.935 0.0581022 -23.2929 7.4634 12.3838 12.947 0.248387 28.7 929.89 
274.1 981000 17417 930640 7499.31 48.8611 4.39365e-07 0.105107 834.438 0.0580818 -23.2304 7.46187 12.3549 12.9515 0.259134 28.7 930.64 
274.2 981000 17388.3 931390 7504.2 48.9556 4.37765e-07 0.104787 834.942 0.0580614 -23.1678 7.46034 12.3259 12.956 0.269905 28.7 931.39 
274.3 981000 17359.6 932141 7509.09 49.0504 4.36166e-07 0.104468 835.446 0.0580409 -23.1052 7.45881 12.2969 12.9606 0.2807 28.7 932.141 
274.4 981000 17330.9 932892 7514 49.1456 4.34568e-07 0.104148 835.949 0.0580204 -23.0425 7.45728 12.2679 12.9651 0.291519 28.7 932.892 
274.5 981000 17302.2 933643 7518.91 49.241 4.32972e-07 0.103828 836.454 0.0579999 -22.9797 7.45574 12.2388 12.9697 0.302363 28.7 933.643 
274.6 981000 17273.5 934396 7523.84 49.3367 4.31377e-07 0.103508 836.958 0.0579792 -22.9169 7.45421 12.2097 12.9743 0.313231 28.7 934.396 
274.7 981000 17244.8 935148 7528.77 49.4328 4.29783e-07 0.103187 837.462 0.0579586 -22.854 7.45268 12.1805 12.9789 0.324123 28.7 935.148 
274.8 981000 17216.1 935901 7533.71 49.5291 4.2819e-07 0.102867 837.967 0.0579379 -22.7911 7.45114 12.1513 12.9835 0.33504 28.7 935.901 
